work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,employment_type_encoded,company_location_encoded,salary_scaled,work_year_scaled,salary_minmax,work_year_minmax,salary_normalized,work_year_normalized,salary_robust_scaled,salary_transformed
2024,EX,FT,NLP Engineer,200000,USD,200000,US,0,US,M,2.0,74,0.1066241088212813,1.0835243758829431,0.006121240044757454,1.0,0.9999487967329304,0.010119481822937256,0.6765218816203753,0.7409257651804863
2024,EX,FT,NLP Engineer,150000,USD,150000,US,0,US,M,2.0,74,-0.04035022350349162,1.0835243758829431,0.004475745409069966,1.0,0.9999089774069548,0.013492105135144511,0.09129534042627901,0.19996982919139158
2024,MI,FT,Data Scientist,156450,USD,156450,US,100,US,M,2.0,74,-0.02139053463359591,1.0835243758829431,0.004688014217073652,1.0,0.9999163269933415,0.012935958106964034,0.16678956424031743,0.27968477315403517
2024,MI,FT,Data Scientist,119200,USD,119200,US,100,US,M,2.0,74,-0.13088641221555175,1.0835243758829431,0.003462120713486474,1.0,0.9998558732439572,0.016977418518840347,-0.26920420894928426,-0.23854369812437817
2024,SE,FT,Data Analyst,170000,USD,170000,US,0,US,M,2.0,74,0.01843950942641755,1.0835243758829431,0.0051339432633449615,1.0,0.9999291325167111,0.01190503861302249,0.32538595690391753,0.43640263704575283
2024,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,2.0,74,-0.09913995643340079,1.0835243758829431,0.0038175475547949714,1.0,0.9998788215565093,0.015567344114079807,-0.14279527605135947,-0.0723955893557838
2024,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,2.0,74,0.1718807123734805,1.0835243758829431,0.006851839663002698,1.0,0.999958516452659,0.009108533021152934,0.9363624659105539,0.9366788115489615
2024,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,2.0,74,-0.08150303655442803,1.0835243758829431,0.004015006911077469,1.0,0.9998892761778295,0.014880705110175934,-0.07256809110806793,0.013719511668178705
2024,MI,FT,Data Manager,128000,USD,128000,US,0,US,M,2.0,74,-0.10501892972639171,1.0835243758829431,0.0037517277693674715,1.0,0.9998750058610835,0.015810523530178384,-0.16620433769912332,-0.1020367867724961
2024,MI,FT,Data Manager,81500,USD,81500,US,0,US,M,2.0,74,-0.24170505878843052,1.0835243758829431,0.0022214177581781082,1.0,0.9996917699525317,0.02482670113354508,-0.7104650210096328,-0.9765208274754246
2024,SE,FT,Data Architect,93838,USD,93838,US,0,US,M,2.0,74,-0.20543767254396955,1.0835243758829431,0.0026274600144803525,1.0,0.9997674683713449,0.02156407165523138,-0.5660545197045777,-0.7010571997118428
2024,SE,FT,Data Architect,69535,USD,69535,US,0,US,M,2.0,74,-0.27687601651374866,1.0835243758829431,0.0018276508918580923,1.0,0.9995766415414918,0.02909532066556381,-0.85050973231738,-1.2894067825466822
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M,2.0,74,-0.260811721990651,1.0835243758829431,0.0020075034555387347,1.0,0.9996360586874838,0.026976845103779564,-0.7865444713648654,-1.1399627311769693
2024,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M,2.0,74,-0.2902065884556056,1.0835243758829431,0.0016784045284012374,1.0,0.9995155503712032,0.03112337652232793,-0.9035897796036846,-1.423161581320093
2024,MI,FT,Data Operations Manager,150000,USD,150000,US,0,US,M,2.0,74,-0.04035022350349162,1.0835243758829431,0.004475745409069966,1.0,0.9999089774069548,0.013492105135144511,0.09129534042627901,0.19996982919139158
2024,MI,FT,Data Operations Manager,125000,USD,125000,US,0,US,M,2.0,74,-0.11383738966587809,1.0835243758829431,0.003652998091226222,1.0,0.9998689353394214,0.01618987780101591,-0.2013179301707691,-0.14742855846202255
2024,MI,FT,Research Scientist,260570,USD,260570,US,0,US,M,2.0,74,0.28466881499951124,1.0835243758829431,0.008114592246429277,1.0,0.9999698336654754,0.007767352125489973,1.3854653136229034,1.2307208003998182
2024,MI,FT,Research Scientist,167030,USD,167030,US,0,US,M,2.0,74,0.009709234086326039,1.0835243758829431,0.005036200881985124,1.0,0.9999265901673259,0.012116694117815168,0.2906235003569882,0.40320972271566624
2024,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M,2.0,74,-0.12853482289835538,1.0835243758829431,0.0034884486276574736,1.0,0.9998577881198594,0.016864268026288296,-0.25984058429017876,-0.22570101795645958
2024,EN,FT,Data Engineer,100000,USD,100000,US,0,US,M,2.0,74,-0.18732455582826454,1.0835243758829431,0.0028302507733824786,1.0,0.9997952341107798,0.02023585553840218,-0.4939312007678172,-0.5774892647406331
2024,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,2.0,74,0.07722924235632672,1.0835243758829431,0.005792141117619956,1.0,0.9999432655487838,0.010652027207740727,0.559476573381556,0.6451145528338231
2024,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,2.0,74,-0.025652790271014327,1.0835243758829431,0.004640294872638715,1.0,0.9999147543770097,0.013056951373284307,0.14981799454568864,0.26207079209955186
2024,SE,FT,Data Analyst,174000,USD,174000,US,100,US,M,2.0,74,0.030197456012399385,1.0835243758829431,0.00526558283419996,1.0,0.9999323530135561,0.011631397025858836,0.37220408019944523,0.4801516038995044
2024,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M,2.0,74,-0.1402927694843372,1.0835243758829431,0.0033568090568024747,1.0,0.9998478135828298,0.01744562047147972,-0.3066587075857064,-0.290840966306847
2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,2.0,74,-0.18732455582826454,1.0835243758829431,0.0028302507733824786,1.0,0.9997952341107798,0.02023585553840218,-0.4939312007678172,-0.5774892647406331
2024,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,2.0,74,-0.2461142887581737,1.0835243758829431,0.0021720529191074835,1.0,0.9996801085612943,0.025291906746600746,-0.7280218172454557,-1.0129841930498245
2024,MI,FT,Data Analyst,145000,USD,145000,US,0,US,M,2.0,74,-0.05504765673596891,1.0835243758829431,0.0043111959455012176,1.0,0.9999025926883464,0.0139572610179394,0.032772686306869386,0.13564275161220554
2024,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M,2.0,74,-0.20202198906074184,1.0835243758829431,0.0026657013098137297,1.0,0.9997731201159727,0.021300429422260306,-0.5524538548872269,-0.6771116165996787
2024,MI,FT,Data Scientist,120000,USD,120000,AU,0,AU,S,2.0,6,-0.12853482289835538,1.0835243758829431,0.0034884486276574736,1.0,0.9998577881198594,0.016864268026288296,-0.25984058429017876,-0.22570101795645958
2024,MI,FT,Data Scientist,70000,USD,70000,AU,0,AU,S,2.0,6,-0.2755091552231283,1.0835243758829431,0.0018429539919699858,1.0,0.9995822439668611,0.02890220659698467,-0.845067125484275,-1.2762160637053372
2024,MI,CT,Data Scientist,130000,USD,130000,US,0,US,M,0.0,74,-0.09913995643340079,1.0835243758829431,0.0038175475547949714,1.0,0.9998788215565093,0.015567344114079807,-0.14279527605135947,-0.0723955893557838
2024,MI,CT,Data Scientist,110000,USD,110000,US,0,US,M,0.0,74,-0.15792968936330995,1.0835243758829431,0.003159349700519976,1.0,0.9998307629714541,0.018396886038674756,-0.37688589252899796,-0.3931387092988308
2024,MI,FT,Data Science Manager,240000,USD,240000,US,0,US,M,2.0,74,0.22420357468109964,1.0835243758829431,0.007437635753307444,1.0,0.9999644413411617,0.008433033455310464,1.1447031145756523,1.0792558475249627
2024,MI,FT,Data Science Manager,180000,USD,180000,US,0,US,M,2.0,74,0.047834375891372134,1.0835243758829431,0.005463042190482458,1.0,0.9999367872288547,0.011243733651951122,0.44243126514273673,0.5438220361903535
2024,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,M,2.0,74,0.11485467143146859,1.0835243758829431,0.0062133877443559535,1.0,0.9999502007643362,0.009979779123999093,0.7092945679272447,0.7668475220898022
2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,0,US,M,2.0,74,-0.14323225613083265,1.0835243758829431,0.0033238991640887248,1.0,0.999845155972436,0.017597274745114872,-0.31836323840958836,-0.30749688400047387
2024,SE,FT,Data Architect,80000,GBP,100000,GB,0,GB,M,2.0,27,-0.2461142887581737,1.0835243758829431,0.0021720529191074835,1.0,0.9996801085612943,0.025291906746600746,-0.7280218172454557,-1.0129841930498245
2024,SE,FT,Data Architect,45000,GBP,56250,GB,0,GB,M,2.0,27,-0.3489963213855148,1.0835243758829431,0.0010202066741262423,1.0,0.9989900318695345,0.04493235165564306,-1.137680396081323,-2.1614396039575534
2024,SE,FT,Data Analyst,90000,CAD,69230,CA,0,CA,M,2.0,11,-0.21671942229321914,1.0835243758829431,0.002501151846244981,1.0,0.999747220816559,0.02248320416591906,-0.6109765090066365,-0.7824332749709284
2024,SE,FT,Data Analyst,75000,CAD,57692,CA,0,CA,M,2.0,11,-0.260811721990651,1.0835243758829431,0.0020075034555387347,1.0,0.9996360586874838,0.026976845103779564,-0.7865444713648654,-1.1399627311769693
2024,MI,FT,Data Analyst,112300,USD,112300,US,0,US,M,2.0,74,-0.1511688700763704,1.0835243758829431,0.0032350424537616004,1.0,0.9998376225493326,0.018020225717184767,-0.34996547163406955,-0.35324347467943407
2024,MI,FT,Data Analyst,75100,USD,75100,US,0,US,M,2.0,74,-0.26051777332600146,1.0835243758829431,0.0020107944448101095,1.0,0.9996370267327901,0.026940949961480255,-0.7853740182824771,-1.1373365013105154
2024,MI,FT,Business Intelligence,178200,USD,178200,US,0,US,M,2.0,74,0.042543299927680314,1.0835243758829431,0.005403804383597709,1.0,0.9999355038777165,0.011357292142808631,0.42136310965974927,0.5249591881292309
2024,MI,FT,Business Intelligence,87000,USD,87000,US,0,US,M,2.0,74,-0.2255378822327055,1.0835243758829431,0.002402422168103732,1.0,0.9997294943945836,0.023258074674191234,-0.6460901014782823,-0.8486363274874472
2024,SE,FT,Data Scientist,138000,USD,138000,CA,0,CA,M,2.0,11,-0.07562406326143711,1.0835243758829431,0.004080826696504969,1.0,0.9998924617936308,0.014665089439639917,-0.049159029460304086,0.04153542381132222
2024,SE,FT,Data Scientist,72000,USD,72000,CA,0,CA,M,2.0,11,-0.2696301819301374,1.0835243758829431,0.0019087737773974857,1.0,0.999605116738446,0.02810001050386965,-0.8216580638365111,-1.2205177771885132
2024,MI,FT,ML Engineer,252000,USD,252000,US,0,US,M,2.0,74,0.25947741443904515,1.0835243758829431,0.007832554465872442,1.0,0.9999677470882834,0.00803148698455034,1.2851574844622353,1.1692074218411788
2024,MI,FT,ML Engineer,168000,USD,168000,US,0,US,M,2.0,74,0.012560536133426635,1.0835243758829431,0.005068123477917462,1.0,0.9999274353368515,0.012046744816201115,0.3019768952561537,0.41411860132036066
2024,SE,FT,Data Modeler,140000,USD,140000,US,100,US,M,2.0,74,-0.06974508996844621,1.0835243758829431,0.004146646481932468,1.0,0.999895511889134,0.014455632257597193,-0.025749967812540235,0.06892874090315312
2024,SE,FT,Data Modeler,130000,USD,130000,US,100,US,M,2.0,74,-0.09913995643340079,1.0835243758829431,0.0038175475547949714,1.0,0.9998788215565093,0.015567344114079807,-0.14279527605135947,-0.0723955893557838
2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M,2.0,74,0.07722924235632672,1.0835243758829431,0.005792141117619956,1.0,0.9999432655487838,0.010652027207740727,0.559476573381556,0.6451145528338231
2024,SE,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M,2.0,74,-0.18732455582826454,1.0835243758829431,0.0028302507733824786,1.0,0.9997952341107798,0.02023585553840218,-0.4939312007678172,-0.5774892647406331
2024,MI,FT,Data Scientist,150650,USD,150650,US,0,US,M,2.0,74,-0.03843955718326957,1.0835243758829431,0.004497136839333903,1.0,0.9999097610652026,0.013433902133395088,0.09890328546180227,0.2081656014371153
2024,MI,FT,Data Scientist,106700,USD,106700,US,0,US,M,2.0,74,-0.16762999529674497,1.0835243758829431,0.003050747054564602,1.0,0.9998201356889963,0.018965660305853126,-0.4155108442478083,-0.45194595625320066
2024,SE,FT,Data Scientist,192300,USD,192300,US,0,US,M,2.0,74,0.08399006164326628,1.0835243758829431,0.005867833870861581,1.0,0.9999446144630338,0.010524638063823092,0.5863969942764844,0.6676151558718485
2024,SE,FT,Data Scientist,107900,USD,107900,US,0,US,M,2.0,74,-0.16410261132095041,1.0835243758829431,0.0030902389258211016,1.0,0.9998241130818063,0.018754810054472437,-0.40146540725915003,-0.43034197501624055
2024,MI,FT,Data Integration Specialist,115000,USD,115000,US,100,US,M,2.0,74,-0.14323225613083265,1.0835243758829431,0.0033238991640887248,1.0,0.999845155972436,0.017597274745114872,-0.31836323840958836,-0.30749688400047387
2024,MI,FT,Data Integration Specialist,95500,USD,95500,US,100,US,M,2.0,74,-0.2005522457374941,1.0835243758829431,0.0026821562561706045,1.0,0.9997754888045358,0.021188959050684613,-0.5466015894752859,-0.666903051818092
2024,MI,FT,Research Scientist,195000,USD,195000,US,100,US,M,2.0,74,0.09192667558880402,1.0835243758829431,0.005956690581188705,1.0,0.9999461374750154,0.010378928114099647,0.6179992275009656,0.6936689665638847
2024,MI,FT,Research Scientist,160000,USD,160000,US,100,US,M,2.0,74,-0.010955357038537034,1.0835243758829431,0.004804844336207464,1.0,0.9999199983514199,0.012648987979145461,0.20834064866509827,0.32209086416845256
2024,SE,FT,Data Scientist,257600,USD,257600,US,0,US,M,2.0,74,0.2759385396594197,1.0835243758829431,0.00801684986506944,1.0,0.9999691340821774,0.007856900339217108,1.350702857075974,1.2096480242545011
2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M,2.0,74,-0.05210817008947345,1.0835243758829431,0.004344105838214967,1.0,0.999903922273764,0.013861681771795194,0.04447721713075131,0.14869373362636115
2024,EN,FT,Data Analyst,90000,USD,90000,CA,0,CA,M,2.0,11,-0.21671942229321914,1.0835243758829431,0.002501151846244981,1.0,0.999747220816559,0.02248320416591906,-0.6109765090066365,-0.7824332749709284
2024,EN,FT,Data Analyst,70000,USD,70000,CA,0,CA,M,2.0,11,-0.2755091552231283,1.0835243758829431,0.0018429539919699858,1.0,0.9995822439668611,0.02890220659698467,-0.845067125484275,-1.2762160637053372
2024,SE,FT,Machine Learning Engineer,110000,EUR,122222,NL,100,NL,S,2.0,55,-0.15792968936330995,1.0835243758829431,0.003159349700519976,1.0,0.9998307629714541,0.018396886038674756,-0.37688589252899796,-0.3931387092988308
2024,SE,FT,Machine Learning Engineer,70000,EUR,77777,NL,100,NL,S,2.0,55,-0.2755091552231283,1.0835243758829431,0.0018429539919699858,1.0,0.9995822439668611,0.02890220659698467,-0.845067125484275,-1.2762160637053372
2024,SE,FT,Data Engineer,158200,USD,158200,US,0,US,M,2.0,74,-0.016246433002228857,1.0835243758829431,0.0047456065293227144,1.0,0.9999181677013024,0.01279288477514182,0.18727249318211078,0.3007147984002547
2024,SE,FT,Data Engineer,74100,USD,74100,US,0,US,M,2.0,74,-0.2634572599724969,1.0835243758829431,0.00197788455209636,1.0,0.9996271692930191,0.027304256284063032,-0.7970785491063591,-1.1637665865741929
2024,SE,FT,Data Engineer,231400,USD,231400,US,0,US,M,2.0,74,0.19892398952123871,1.0835243758829431,0.007154610675969196,1.0,0.9999617492995163,0.008746424289465086,1.0440441494902677,1.0118176920425161
2024,SE,FT,Data Engineer,170955,USD,170955,US,0,US,M,2.0,74,0.021246719173820715,1.0835243758829431,0.005165372210886593,1.0,0.9999299219913395,0.01183854325471891,0.3365637838407247,0.44694577384394746
2024,MI,FT,Data Engineer,137000,USD,137000,US,0,US,M,2.0,74,-0.07856354990793257,1.0835243758829431,0.00404791680379122,1.0,0.9998908864211176,0.014772110613987897,-0.060863560284186005,0.027681083630245955
2024,MI,FT,Data Engineer,60300,USD,60300,US,0,US,M,2.0,74,-0.30402217569413426,1.0835243758829431,0.0015237280326466135,1.0,0.9994371539604122,0.03354661359230306,-0.9586010744759297,-1.5726110947812586
2024,MI,FT,Data Analyst,101098,USD,101098,US,0,US,M,2.0,74,-0.18409699949041253,1.0835243758829431,0.002866385835582176,1.0,0.9997996564499945,0.020016167527100327,-0.48107962592319486,-0.5563171252449562
2024,MI,FT,Data Analyst,59469,USD,59469,US,0,US,M,2.0,74,-0.30646488909737196,1.0835243758829431,0.0014963799118014875,1.0,0.9994213277575861,0.03401484416050975,-0.9683275395905755,-1.6003119855034833
2024,MI,FT,Data Product Manager,166363,USD,166363,US,0,US,M,2.0,74,0.007748596493113569,1.0835243758829431,0.005014249983545054,1.0,0.9999260004079547,0.012165266464452432,0.28281657829745893,0.3956695646057879
2024,MI,FT,Data Product Manager,103977,USD,103977,US,0,US,M,2.0,74,-0.1756342174351521,1.0835243758829431,0.0029611334167050614,1.0,0.9998105942955882,0.019462156465894095,-0.4473822816812388,-0.5019361729921857
2024,SE,FT,Data Manager,166000,USD,166000,US,0,US,M,2.0,74,0.006681562840435717,1.0835243758829431,0.0050023036924899626,1.0,0.999925676453448,0.012191864874348065,0.2785678336083898,0.3915525706119626
2024,SE,FT,Data Manager,104000,USD,104000,US,0,US,M,2.0,74,-0.1755666092422827,1.0835243758829431,0.0029618903442374775,1.0,0.9998106780381378,0.019457853964896066,-0.4471130774722895,-0.5015081609417454
2024,SE,FT,Research Scientist,170400,USD,170400,US,0,US,M,2.0,74,0.019615304085015734,1.0835243758829431,0.005147107220430461,1.0,0.9999294648022345,0.011877096459857527,0.33006776923347025,0.4408262057165159
2024,SE,FT,Research Scientist,123800,USD,123800,US,0,US,M,2.0,74,-0.11736477364167264,1.0835243758829431,0.003613506219969723,1.0,0.9998663827034142,0.016346765416734334,-0.21536336715942742,-0.16590838729308793
2024,MI,FT,Data Visualization Specialist,94763,USD,94763,US,100,US,M,2.0,74,-0.20271864739596127,1.0835243758829431,0.0026579016652405712,1.0,0.999771984243121,0.021353677026983917,-0.5552278286924869,-0.6819703197444065
2024,MI,FT,Data Visualization Specialist,67750,USD,67750,US,100,US,M,2.0,74,-0.28212300017774306,1.0835243758829431,0.001768906733364049,1.0,0.999554054445998,0.029861216327656086,-0.8714023198380093,-1.3409220413342706
2024,SE,FT,Machine Learning Engineer,251250,USD,251250,US,0,US,M,2.0,74,0.25727279945417353,1.0835243758829431,0.007807872046337129,1.0,0.9999675542555767,0.008055460019157362,1.2763790863443238,1.1637192926704498
2024,SE,FT,Machine Learning Engineer,120750,USD,120750,US,0,US,M,2.0,74,-0.1263302079134838,1.0835243758829431,0.003513131047192786,1.0,0.9998595488696986,0.01675955053343495,-0.2510621861722673,-0.2137428751675281
2024,MI,FT,Data Analyst,30000,EUR,33333,LT,0,LT,M,2.0,46,-0.3930886210829466,1.0835243758829431,0.000526558283419996,1.0,0.9977318645052894,0.06731364312529019,-1.313248358439552,-2.993390735086316
2024,MI,FT,Data Analyst,25800,EUR,28666,LT,0,LT,M,2.0,46,-0.40543446499822755,1.0835243758829431,0.00038833673402224704,1.0,0.9969369601734309,0.07820931811593117,-1.362407387899856,-3.3077297586986254
2024,SE,FT,Data Scientist,189615,USD,189615,US,0,US,M,2.0,74,0.07609753999742597,1.0835243758829431,0.005779470808925162,1.0,0.9999430349439207,0.0106736529426812,0.5549703290143615,0.6413200514392787
2024,SE,FT,Data Scientist,150385,USD,150385,US,0,US,M,2.0,74,-0.039218521144590866,1.0835243758829431,0.00448841571776476,1.0,0.9999094428002688,0.013457570317702857,0.09580158479347356,0.20482876649631387
2024,SE,FT,Data Science,283800,USD,283800,US,0,US,M,2.0,74,0.3529530897976007,1.0835243758829431,0.008879089054169682,1.0,0.9999745698060826,0.007131601583113147,1.6573615646616806,1.3872763070744878
2024,SE,FT,Data Science,234700,USD,234700,US,0,US,M,2.0,74,0.2086242954546737,1.0835243758829431,0.0072632133219245705,1.0,0.9999628173260288,0.008623454376940273,1.082669101209078,1.038003353474636
2024,MI,FT,Data Scientist,109000,USD,109000,US,100,US,M,2.0,74,-0.1608691760098054,1.0835243758829431,0.0031264398078062264,1.0,0.9998276442669856,0.018565606899049347,-0.3885904233528799,-0.4107601128562137
2024,MI,FT,Data Scientist,93000,USD,93000,US,100,US,M,2.0,74,-0.20790096235373276,1.0835243758829431,0.0025998815243862303,1.0,0.9997632604159523,0.02175828859227836,-0.5758629165349907,-0.7185212474492639
2024,MI,FT,Data Scientist,164000,USD,164000,US,0,US,M,2.0,74,0.0008025895474448004,1.0835243758829431,0.004936483907062463,1.0,0.999923852838861,0.012340523647230822,0.255158771960626,0.36869751369603126
2024,MI,FT,Data Scientist,131000,USD,131000,US,0,US,M,2.0,74,-0.09620046978690533,1.0835243758829431,0.003850457447508721,1.0,0.9998806642179234,0.01544853789600822,-0.13109074522747755,-0.05775511112169167
2024,MI,FT,Data Specialist,45607,GBP,57008,GB,0,GB,M,2.0,27,-0.34721205299109204,1.0835243758829431,0.0010401829790034883,1.0,0.9990166976486301,0.04433551419827718,-1.1305757458712267,-2.1342701071927648
2024,MI,FT,Data Specialist,30921,GBP,38651,GB,0,GB,M,2.0,27,-0.39038135388152434,1.0835243758829431,0.0005568682946093594,1.0,0.9978645416913675,0.0653173517151233,-1.3024684855507567,-2.9306897937439778
2024,MI,FT,Data Analyst,55000,GBP,68750,GB,100,GB,M,2.0,27,-0.3196014549205602,1.0835243758829431,0.0013493056012637396,1.0,0.9993235669620257,0.03677510726420254,-1.020635087842504,-1.7566619485943027
2024,MI,FT,Data Analyst,45000,GBP,56250,GB,100,GB,M,2.0,27,-0.3489963213855148,1.0835243758829431,0.0010202066741262423,1.0,0.9989900318695345,0.04493235165564306,-1.137680396081323,-2.1614396039575534
2024,SE,FT,Business Intelligence Lead,144300,USD,144300,US,0,US,M,2.0,74,-0.05710529738851573,1.0835243758829431,0.004288159020601592,1.0,0.9999016454892087,0.01402495447311267,0.024579514730152043,0.12645036997458542
2024,SE,FT,Business Intelligence Lead,104800,USD,104800,US,0,US,M,2.0,74,-0.17321501992508634,1.0835243758829431,0.0029882182584084773,1.0,0.9998135566124523,0.01930937632236263,-0.437749452813184,-0.48668268138031706
2024,SE,FT,Data Engineer,212750,USD,212750,US,0,US,M,2.0,74,0.1441025635640984,1.0835243758829431,0.006540841176857763,1.0,0.9999547496018972,0.009513083023239671,0.8257546496248698,0.8559965407729463
2024,SE,FT,Data Engineer,157250,USD,157250,US,0,US,M,2.0,74,-0.019038945316399544,1.0835243758829431,0.004714342131244652,1.0,0.9999171760850806,0.012870158120166633,0.17615318889942297,0.28932916865450936
2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M,2.0,74,-0.04035022350349162,1.0835243758829431,0.004475745409069966,1.0,0.9999089774069548,0.013492105135144511,0.09129534042627901,0.19996982919139158
2024,EN,FT,Data Analyst,129200,USD,129200,US,100,US,M,2.0,74,-0.10149154575059716,1.0835243758829431,0.0037912196406239716,1.0,0.9998773165256618,0.01566371276043297,-0.15215890071046503,-0.08419387982809207
2024,SE,FT,Machine Learning Engineer,265000,USD,265000,US,0,US,M,2.0,74,0.2976907408434861,1.0835243758829431,0.008260383071151187,1.0,0.999970833771603,0.007637513085108395,1.4373163851727004,1.2616857339406438
2024,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,2.0,74,0.01843950942641755,1.0835243758829431,0.0051339432633449615,1.0,0.9999291325167111,0.01190503861302249,0.32538595690391753,0.43640263704575283
2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M,2.0,74,0.07722924235632672,1.0835243758829431,0.005792141117619956,1.0,0.9999432655487838,0.010652027207740727,0.559476573381556,0.6451145528338231
2024,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M,2.0,74,-0.025652790271014327,1.0835243758829431,0.004640294872638715,1.0,0.9999147543770097,0.013056951373284307,0.14981799454568864,0.26207079209955186
2024,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,2.0,74,0.003742076193940259,1.0835243758829431,0.004969393799776212,1.0,0.9999247729339632,0.01226574388132328,0.26686330278450787,0.38016162003336373
2024,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,2.0,74,-0.18732455582826454,1.0835243758829431,0.0028302507733824786,1.0,0.9997952341107798,0.02023585553840218,-0.4939312007678172,-0.5774892647406331
2024,MI,FT,Data Engineer,213900,USD,213900,US,100,US,M,2.0,74,0.14748297320756817,1.0835243758829431,0.006578687553478575,1.0,0.9999552348247681,0.009461942006944042,0.839214860072334,0.8660151988314924
2024,MI,FT,Data Engineer,126500,USD,126500,US,100,US,M,2.0,74,-0.1094281596961349,1.0835243758829431,0.003702362930296847,1.0,0.9998720245707583,0.015997952393132134,-0.18376113393494622,-0.12459053647549538
2024,SE,FT,Research Analyst,130000,USD,130000,US,0,US,M,2.0,74,-0.09913995643340079,1.0835243758829431,0.0038175475547949714,1.0,0.9998788215565093,0.015567344114079807,-0.14279527605135947,-0.0723955893557838
2024,SE,FT,Research Analyst,104000,USD,104000,US,0,US,M,2.0,74,-0.1755666092422827,1.0835243758829431,0.0029618903442374775,1.0,0.9998106780381378,0.019457853964896066,-0.4471130774722895,-0.5015081609417454
